ROR   ---Q---- CZ
a3 24 7fffffff 00
a4 24 80000002 00
a5 24 80000002 00
a6 24 80000000 10
a7 24 80000000 10
a8 24 80000003 00
a9 24 80000003 00
aa 24 80000001 10
ab 24 80000001 10
ac 24 00000000 01
ad 24 00000000 01
ae 24 fffffffe 10
af 24 fffffffe 10
b0 24 00000001 10
b1 24 00000001 10
b2 24 ffffffff 00
b3 24 ffffffff 00
b4 24 00000002 10
b5 24 00000002 10
b6 24 00000000 01
b7 24 00000000 01
b8 24 7fffffff 10
b9 24 7fffffff 10
ba 24 7ffffffd 00
bb 24 7ffffffd 00
bc 24 80000000 00
bd 24 80000000 00
be 24 7ffffffe 00
bf 24 7ffffffe 00
c0 24 fffffffe 00
c1 24 fffffffe 00
c2 24 00000002 00
c3 24 00000002 00
c4 24 ffffffff 00
c5 24 ffffffff 00
c6 24 00000003 00
c7 24 00000003 00
c8 24 00000000 01
c9 24 00000000 01
ca 24 00000004 00
cb 24 00000004 00
cc 24 7ffffffd 00
cd 24 7ffffffd 00
ce 24 80000001 10
cf 24 80000001 10
d0 24 7ffffffe 10
d1 24 7ffffffe 10
d2 24 80000002 00
d3 24 80000002 00
d4 24 7fffffff 10
d5 24 7fffffff 10
d6 24 80000003 00
d7 24 80000003 00
d8 24 fffffffc 00
d9 24 fffffffc 00
da 24 00000000 01
db 24 00000000 01
dc 24 fffffffd 00
dd 24 fffffffd 00
de 24 00000001 00
df 24 00000001 00
e0 24 ffffffff 00
e1 24 ffffffff 00
e2 24 00000001 00
e3 24 00000001 00
e4 24 00000000 01
e5 24 00000000 01
e6 24 00000002 00
e7 24 00000002 00
e8 24 00000001 00
e9 24 00000001 00
ea 24 00000003 00
eb 24 00000003 00
ec 24 7ffffffe 00
ed 24 7ffffffe 00
ee 24 80000000 10
ef 24 80000000 10
f0 24 7fffffff 10
f1 24 7fffffff 10
f2 24 80000001 00
f3 24 80000001 00
f4 24 80000000 00
f5 24 80000000 00
f6 24 80000002 00
f7 24 80000002 00
f8 24 fffffffd 00
f9 24 fffffffd 00
fa 24 ffffffff 00
fb 24 ffffffff 00
fc 24 fffffffe 00
fd 24 fffffffe 00
fe 24 00000000 01
ff 24 00000000 01
SUMNC ---Q---- CZ
00 25 00000000 01
01 25 00000000 01
02 25 00000000 01
03 25 00000000 01
04 25 00000001 00
05 25 00000001 00
06 25 00000001 00
07 25 00000001 00
08 25 00000002 00
09 25 00000002 00
0a 25 00000002 00
0b 25 00000002 00
0c 25 7fffffff 00
0d 25 7fffffff 00
0e 25 7fffffff 00
0f 25 7fffffff 00
10 25 80000000 00
11 25 80000000 00
12 25 80000000 00
13 25 80000000 00
14 25 80000001 00
15 25 80000001 00
16 25 80000001 00
17 25 80000001 00
18 25 fffffffe 00
19 25 fffffffe 00
1a 25 fffffffe 00
1b 25 fffffffe 00
1c 25 ffffffff 00
1d 25 ffffffff 00
1e 25 ffffffff 00
1f 25 ffffffff 00
20 25 ffffffff 00
21 25 ffffffff 00
22 25 00000001 00
23 25 00000001 00
24 25 00000000 01
25 25 00000000 01
26 25 00000002 00
27 25 00000002 00
28 25 00000001 00
29 25 00000001 00
2a 25 00000003 00
2b 25 00000003 00
2c 25 7ffffffe 00
2d 25 7ffffffe 00
2e 25 80000000 10
2f 25 80000000 10
30 25 7fffffff 10
31 25 7fffffff 10
32 25 80000001 00
33 25 80000001 00
34 25 80000000 00
35 25 80000000 00
36 25 80000002 00
37 25 80000002 00
38 25 fffffffd 00
39 25 fffffffd 00
3a 25 ffffffff 00
3b 25 ffffffff 00
3c 25 fffffffe 00
3d 25 fffffffe 00
3e 25 00000000 01
3f 25 00000000 01
40 25 fffffffe 00
41 25 fffffffe 00
42 25 00000002 00
43 25 00000002 00
44 25 ffffffff 00
45 25 ffffffff 00
46 25 00000003 00
47 25 00000003 00
48 25 00000000 01
49 25 00000000 01
4a 25 00000004 00
4b 25 00000004 00
4c 25 7ffffffd 00
4d 25 7ffffffd 00
4e 25 80000001 10
4f 25 80000001 10
50 25 7ffffffe 10
51 25 7ffffffe 10
52 25 80000002 00
53 25 80000002 00
54 25 7fffffff 10
55 25 7fffffff 10
56 25 80000003 00
57 25 80000003 00
58 25 fffffffc 00
59 25 fffffffc 00
5a 25 00000000 01
5b 25 00000000 01
5c 25 fffffffd 00
5d 25 fffffffd 00
5e 25 00000001 00
5f 25 00000001 00
60 25 80000001 00
61 25 80000001 00
62 25 7fffffff 00
63 25 7fffffff 00
64 25 80000002 00
65 25 80000002 00
66 25 80000000 10
67 25 80000000 10
68 25 80000003 00
69 25 80000003 00
6a 25 80000001 10
6b 25 80000001 10
6c 25 00000000 01
6d 25 00000000 01
6e 25 fffffffe 10
6f 25 fffffffe 10
70 25 00000001 10
71 25 00000001 10
72 25 ffffffff 00
73 25 ffffffff 00
74 25 00000002 10
75 25 00000002 10
76 25 00000000 01
77 25 00000000 01
78 25 7fffffff 10
79 25 7fffffff 10
7a 25 7ffffffd 00
7b 25 7ffffffd 00
7c 25 80000000 00
7d 25 80000000 00
7e 25 7ffffffe 00
7f 25 7ffffffe 00
80 25 80000000 10
81 25 80000000 10
82 25 80000000 00
83 25 80000000 00
84 25 80000001 10
85 25 80000001 10
86 25 80000001 00
87 25 80000001 00
88 25 80000002 10
89 25 80000002 10
8a 25 80000002 00
8b 25 80000002 00
8c 25 ffffffff 10
8d 25 ffffffff 10
8e 25 ffffffff 00
8f 25 ffffffff 00
90 25 00000000 01
91 25 00000000 01
92 25 00000000 11
93 25 00000000 11
94 25 00000001 00
95 25 00000001 00
96 25 00000001 10
97 25 00000001 10
98 25 7ffffffe 00
99 25 7ffffffe 00
9a 25 7ffffffe 10
9b 25 7ffffffe 10
9c 25 7fffffff 00
9d 25 7fffffff 00
9e 25 7fffffff 10
9f 25 7fffffff 10
a0 25 7fffffff 00
a1 25 7fffffff 00
a2 25 80000001 00
a3 25 80000001 00
a4 25 80000000 10
a5 25 80000000 10
a6 25 80000002 00
a7 25 80000002 00
a8 25 80000001 10
a9 25 80000001 10
aa 25 80000003 00
ab 25 80000003 00
ac 25 fffffffe 10
ad 25 fffffffe 10
ae 25 00000000 01
af 25 00000000 01
b0 25 ffffffff 00
b1 25 ffffffff 00
b2 25 00000001 10
b3 25 00000001 10
b4 25 00000000 01
b5 25 00000000 01
b6 25 00000002 10
b7 25 00000002 10
b8 25 7ffffffd 00
b9 25 7ffffffd 00
ba 25 7fffffff 10
bb 25 7fffffff 10
bc 25 7ffffffe 00
bd 25 7ffffffe 00
be 25 80000000 00
bf 25 80000000 00
c0 25 00000002 00
c1 25 00000002 00
c2 25 fffffffe 00
c3 25 fffffffe 00
c4 25 00000003 00
c5 25 00000003 00
c6 25 ffffffff 00
c7 25 ffffffff 00
c8 25 00000004 00
c9 25 00000004 00
ca 25 00000000 01
cb 25 00000000 01
cc 25 80000001 10
cd 25 80000001 10
ce 25 7ffffffd 00
cf 25 7ffffffd 00
d0 25 80000002 00
d1 25 80000002 00
d2 25 7ffffffe 10
d3 25 7ffffffe 10
d4 25 80000003 00
d5 25 80000003 00
d6 25 7fffffff 10
d7 25 7fffffff 10
d8 25 00000000 01
d9 25 00000000 01
da 25 fffffffc 00
db 25 fffffffc 00
dc 25 00000001 00
dd 25 00000001 00
de 25 fffffffd 00
df 25 fffffffd 00
e0 25 00000001 00
e1 25 00000001 00
e2 25 ffffffff 00
e3 25 ffffffff 00
e4 25 00000002 00
e5 25 00000002 00
e6 25 00000000 01
e7 25 00000000 01
e8 25 00000003 00
e9 25 00000003 00
ea 25 00000001 00
eb 25 00000001 00
ec 25 80000000 10
ed 25 80000000 10
ee 25 7ffffffe 00
ef 25 7ffffffe 00
f0 25 80000001 00
f1 25 80000001 00
f2 25 7fffffff 10
f3 25 7fffffff 10
f4 25 80000002 00
f5 25 80000002 00
f6 25 80000000 00
f7 25 80000000 00
f8 25 ffffffff 00
f9 25 ffffffff 00
fa 25 fffffffd 00
fb 25 fffffffd 00
fc 25 00000000 01
fd 25 00000000 01
fe 25 fffffffe 00
ff 25 fffffffe 00
SUMZ  ---Q---- CZ
00 26 00000000 01
01 26 00000000 01
02 26 00000000 01
03 26 00000000 01
04 26 00000001 00
05 26 00000001 00
06 26 00000001 00
07 26 00000001 00
08 26 00000002 00
09 26 00000002 00
0a 26 00000002 00
0b 26 00000002 00
0c 26 7fffffff 00
0d 26 7fffffff 00
0e 26 7fffffff 00
0f 26 7fffffff 00
10 26 80000000 00
11 26 80000000 00
12 26 80000000 00
13 26 80000000 00
14 26 80000001 00
15 26 80000001 00
16 26 80000001 00
17 26 80000001 00
18 26 fffffffe 00
19 26 fffffffe 00
1a 26 fffffffe 00
1b 26 fffffffe 00
1c 26 ffffffff 00
1d 26 ffffffff 00
1e 26 ffffffff 00
1f 26 ffffffff 00
20 26 00000001 00
21 26 ffffffff 00
22 26 00000001 00
23 26 ffffffff 00
24 26 00000002 00
25 26 00000000 01
26 26 00000002 00
27 26 00000000 01
28 26 00000003 00
29 26 00000001 00
2a 26 00000003 00
2b 26 00000001 00
2c 26 80000000 10
2d 26 7ffffffe 00
2e 26 80000000 10
2f 26 7ffffffe 00
30 26 80000001 00
31 26 7fffffff 10
32 26 80000001 00
33 26 7fffffff 10
34 26 80000002 00
35 26 80000000 00
36 26 80000002 00
37 26 80000000 00
38 26 ffffffff 00
39 26 fffffffd 00
3a 26 ffffffff 00
3b 26 fffffffd 00
3c 26 00000000 01
3d 26 fffffffe 00
3e 26 00000000 01
3f 26 fffffffe 00
40 26 00000002 00
41 26 fffffffe 00
42 26 00000002 00
43 26 fffffffe 00
44 26 00000003 00
45 26 ffffffff 00
46 26 00000003 00
47 26 ffffffff 00
48 26 00000004 00
49 26 00000000 01
4a 26 00000004 00
4b 26 00000000 01
4c 26 80000001 10
4d 26 7ffffffd 00
4e 26 80000001 10
4f 26 7ffffffd 00
50 26 80000002 00
51 26 7ffffffe 10
52 26 80000002 00
53 26 7ffffffe 10
54 26 80000003 00
55 26 7fffffff 10
56 26 80000003 00
57 26 7fffffff 10
58 26 00000000 01
59 26 fffffffc 00
5a 26 00000000 01
5b 26 fffffffc 00
5c 26 00000001 00
5d 26 fffffffd 00
5e 26 00000001 00
5f 26 fffffffd 00
60 26 7fffffff 00
61 26 80000001 00
62 26 7fffffff 00
63 26 80000001 00
64 26 80000000 10
65 26 80000002 00
66 26 80000000 10
67 26 80000002 00
68 26 80000001 10
69 26 80000003 00
6a 26 80000001 10
6b 26 80000003 00
6c 26 fffffffe 10
6d 26 00000000 01
6e 26 fffffffe 10
6f 26 00000000 01
70 26 ffffffff 00
71 26 00000001 10
72 26 ffffffff 00
73 26 00000001 10
74 26 00000000 01
75 26 00000002 10
76 26 00000000 01
77 26 00000002 10
78 26 7ffffffd 00
79 26 7fffffff 10
7a 26 7ffffffd 00
7b 26 7fffffff 10
7c 26 7ffffffe 00
7d 26 80000000 00
7e 26 7ffffffe 00
7f 26 80000000 00
80 26 80000000 00
81 26 80000000 10
82 26 80000000 00
83 26 80000000 10
84 26 80000001 00
85 26 80000001 10
86 26 80000001 00
87 26 80000001 10
88 26 80000002 00
89 26 80000002 10
8a 26 80000002 00
8b 26 80000002 10
8c 26 ffffffff 00
8d 26 ffffffff 10
8e 26 ffffffff 00
8f 26 ffffffff 10
90 26 00000000 11
91 26 00000000 01
92 26 00000000 11
93 26 00000000 01
94 26 00000001 10
95 26 00000001 00
96 26 00000001 10
97 26 00000001 00
98 26 7ffffffe 10
99 26 7ffffffe 00
9a 26 7ffffffe 10
9b 26 7ffffffe 00
9c 26 7fffffff 10
9d 26 7fffffff 00
9e 26 7fffffff 10
9f 26 7fffffff 00
a0 26 80000001 00
a1 26 7fffffff 00
a2 26 80000001 00
a3 26 7fffffff 00
a4 26 80000002 00
a5 26 80000000 10
a6 26 80000002 00
a7 26 80000000 10
a8 26 80000003 00
a9 26 80000001 10
aa 26 80000003 00
ab 26 80000001 10
ac 26 00000000 01
ad 26 fffffffe 10
ae 26 00000000 01
af 26 fffffffe 10
b0 26 00000001 10
b1 26 ffffffff 00
b2 26 00000001 10
b3 26 ffffffff 00
b4 26 00000002 10
b5 26 00000000 01
b6 26 00000002 10
b7 26 00000000 01
b8 26 7fffffff 10
b9 26 7ffffffd 00
ba 26 7fffffff 10
bb 26 7ffffffd 00
bc 26 80000000 00
bd 26 7ffffffe 00
be 26 80000000 00
bf 26 7ffffffe 00
c0 26 fffffffe 00
c1 26 00000002 00
c2 26 fffffffe 00
c3 26 00000002 00
c4 26 ffffffff 00
c5 26 00000003 00
c6 26 ffffffff 00
c7 26 00000003 00
c8 26 00000000 01
c9 26 00000004 00
ca 26 00000000 01
cb 26 00000004 00
cc 26 7ffffffd 00
cd 26 80000001 10
ce 26 7ffffffd 00
cf 26 80000001 10
d0 26 7ffffffe 10
d1 26 80000002 00
d2 26 7ffffffe 10
d3 26 80000002 00
d4 26 7fffffff 10
d5 26 80000003 00
d6 26 7fffffff 10
d7 26 80000003 00
d8 26 fffffffc 00
d9 26 00000000 01
da 26 fffffffc 00
db 26 00000000 01
dc 26 fffffffd 00
dd 26 00000001 00
de 26 fffffffd 00
df 26 00000001 00
e0 26 ffffffff 00
e1 26 00000001 00
e2 26 ffffffff 00
e3 26 00000001 00
e4 26 00000000 01
e5 26 00000002 00
e6 26 00000000 01
e7 26 00000002 00
e8 26 00000001 00
e9 26 00000003 00
ea 26 00000001 00
eb 26 00000003 00
ec 26 7ffffffe 00
ed 26 80000000 10
ee 26 7ffffffe 00
ef 26 80000000 10
f0 26 7fffffff 10
f1 26 80000001 00
f2 26 7fffffff 10
f3 26 80000001 00
f4 26 80000000 00
f5 26 80000002 00
f6 26 80000000 00
f7 26 80000002 00
f8 26 fffffffd 00
f9 26 ffffffff 00
fa 26 fffffffd 00
fb 26 ffffffff 00
fc 26 fffffffe 00
fd 26 00000000 01
fe 26 fffffffe 00
ff 26 00000000 01
SUMNZ ---Q---- CZ
00 27 00000000 01
01 27 00000000 01
02 27 00000000 01
03 27 00000000 01
04 27 00000001 00
05 27 00000001 00
06 27 00000001 00
07 27 00000001 00
08 27 00000002 00
09 27 00000002 00
0a 27 00000002 00
0b 27 00000002 00
0c 27 7fffffff 00
0d 27 7fffffff 00
0e 27 7fffffff 00
0f 27 7fffffff 00
10 27 80000000 00
11 27 80000000 00
12 27 80000000 00
13 27 80000000 00
14 27 80000001 00
15 27 80000001 00
16 27 80000001 00
17 27 80000001 00
18 27 fffffffe 00
19 27 fffffffe 00
1a 27 fffffffe 00
1b 27 fffffffe 00
1c 27 ffffffff 00
1d 27 ffffffff 00
1e 27 ffffffff 00
1f 27 ffffffff 00
20 27 ffffffff 00
21 27 00000001 00
22 27 ffffffff 00
23 27 00000001 00
24 27 00000000 01
25 27 00000002 00
26 27 00000000 01
27 27 00000002 00
28 27 00000001 00
29 27 00000003 00
2a 27 00000001 00
2b 27 00000003 00
2c 27 7ffffffe 00
2d 27 80000000 10
2e 27 7ffffffe 00
2f 27 80000000 10
30 27 7fffffff 10
31 27 80000001 00
32 27 7fffffff 10
33 27 80000001 00
34 27 80000000 00
35 27 80000002 00
36 27 80000000 00
37 27 80000002 00
38 27 fffffffd 00
39 27 ffffffff 00
3a 27 fffffffd 00
3b 27 ffffffff 00
3c 27 fffffffe 00
3d 27 00000000 01
3e 27 fffffffe 00
3f 27 00000000 01
40 27 fffffffe 00
41 27 00000002 00
42 27 fffffffe 00
43 27 00000002 00
44 27 ffffffff 00
45 27 00000003 00
46 27 ffffffff 00
47 27 00000003 00
48 27 00000000 01
49 27 00000004 00
4a 27 00000000 01
4b 27 00000004 00
4c 27 7ffffffd 00
4d 27 80000001 10
4e 27 7ffffffd 00
4f 27 80000001 10
50 27 7ffffffe 10
51 27 80000002 00
52 27 7ffffffe 10
53 27 80000002 00
54 27 7fffffff 10
55 27 80000003 00
56 27 7fffffff 10
57 27 80000003 00
58 27 fffffffc 00
59 27 00000000 01
5a 27 fffffffc 00
5b 27 00000000 01
5c 27 fffffffd 00
5d 27 00000001 00
5e 27 fffffffd 00
5f 27 00000001 00
60 27 80000001 00
61 27 7fffffff 00
62 27 80000001 00
63 27 7fffffff 00
64 27 80000002 00
65 27 80000000 10
66 27 80000002 00
67 27 80000000 10
68 27 80000003 00
69 27 80000001 10
6a 27 80000003 00
6b 27 80000001 10
6c 27 00000000 01
6d 27 fffffffe 10
6e 27 00000000 01
6f 27 fffffffe 10
70 27 00000001 10
71 27 ffffffff 00
72 27 00000001 10
73 27 ffffffff 00
74 27 00000002 10
75 27 00000000 01
76 27 00000002 10
77 27 00000000 01
78 27 7fffffff 10
79 27 7ffffffd 00
7a 27 7fffffff 10
7b 27 7ffffffd 00
7c 27 80000000 00
7d 27 7ffffffe 00
7e 27 80000000 00
7f 27 7ffffffe 00
80 27 80000000 10
81 27 80000000 00
82 27 80000000 10
83 27 80000000 00
84 27 80000001 10
85 27 80000001 00
86 27 80000001 10
87 27 80000001 00
88 27 80000002 10
89 27 80000002 00
8a 27 80000002 10
8b 27 80000002 00
8c 27 ffffffff 10
8d 27 ffffffff 00
8e 27 ffffffff 10
8f 27 ffffffff 00
90 27 00000000 01
91 27 00000000 11
92 27 00000000 01
93 27 00000000 11
94 27 00000001 00
95 27 00000001 10
96 27 00000001 00
97 27 00000001 10
98 27 7ffffffe 00
99 27 7ffffffe 10
9a 27 7ffffffe 00
9b 27 7ffffffe 10
9c 27 7fffffff 00
9d 27 7fffffff 10
9e 27 7fffffff 00
9f 27 7fffffff 10
a0 27 7fffffff 00
a1 27 80000001 00
a2 27 7fffffff 00
a3 27 80000001 00
a4 27 80000000 10
a5 27 80000002 00
a6 27 80000000 10
a7 27 80000002 00
a8 27 80000001 10
a9 27 80000003 00
aa 27 80000001 10
ab 27 80000003 00
ac 27 fffffffe 10
ad 27 00000000 01
ae 27 fffffffe 10
af 27 00000000 01
b0 27 ffffffff 00
b1 27 00000001 10
b2 27 ffffffff 00
b3 27 00000001 10
b4 27 00000000 01
b5 27 00000002 10
b6 27 00000000 01
b7 27 00000002 10
b8 27 7ffffffd 00
b9 27 7fffffff 10
ba 27 7ffffffd 00
bb 27 7fffffff 10
bc 27 7ffffffe 00
bd 27 80000000 00
be 27 7ffffffe 00
bf 27 80000000 00
c0 27 00000002 00
c1 27 fffffffe 00
c2 27 00000002 00
c3 27 fffffffe 00
c4 27 00000003 00
c5 27 ffffffff 00
c6 27 00000003 00
c7 27 ffffffff 00
c8 27 00000004 00
c9 27 00000000 01
ca 27 00000004 00
cb 27 00000000 01
cc 27 80000001 10
cd 27 7ffffffd 00
ce 27 80000001 10
cf 27 7ffffffd 00
d0 27 80000002 00
d1 27 7ffffffe 10
d2 27 80000002 00
d3 27 7ffffffe 10
d4 27 80000003 00
d5 27 7fffffff 10
d6 27 80000003 00
d7 27 7fffffff 10
d8 27 00000000 01
d9 27 fffffffc 00
da 27 00000000 01
db 27 fffffffc 00
dc 27 00000001 00
dd 27 fffffffd 00
de 27 00000001 00
df 27 fffffffd 00
e0 27 00000001 00
e1 27 ffffffff 00
e2 27 00000001 00
e3 27 ffffffff 00
e4 27 00000002 00
e5 27 00000000 01
e6 27 00000002 00
e7 27 00000000 01
e8 27 00000003 00
e9 27 00000001 00
ea 27 00000003 00
eb 27 00000001 00
ec 27 80000000 10
ed 27 7ffffffe 00
ee 27 80000000 10
ef 27 7ffffffe 00
f0 27 80000001 00
f1 27 7fffffff 10
f2 27 80000001 00
f3 27 7fffffff 10
f4 27 80000002 00
f5 27 80000000 00
f6 27 80000002 00
f7 27 80000000 00
f8 27 ffffffff 00
f9 27 fffffffd 00
fa 27 ffffffff 00
fb 27 fffffffd 00
fc 27 00000000 01
fd 27 fffffffe 00
fe 27 00000000 01
ff 27 fffffffe 00
MOV   ---Q---- CZ
00 28 00000000 01
01 28 00000000 01
02 28 00000000 01
03 28 00000000 01
04 28 00000000 01
05 28 00000000 01
06 28 00000000 01
07 28 00000000 01
08 28 00000000 01
09 28 00000000 01
0a 28 00000000 01
0b 28 00000000 01
0c 28 00000000 01
0d 28 00000000 01
0e 28 00000000 01
0f 28 00000000 01
10 28 00000000 01
11 28 00000000 01
12 28 00000000 01
13 28 00000000 01
14 28 00000000 01
15 28 00000000 01
16 28 00000000 01
17 28 00000000 01
18 28 00000000 01
19 28 00000000 01
1a 28 00000000 01
1b 28 00000000 01
1c 28 00000000 01
1d 28 00000000 01
1e 28 00000000 01
1f 28 00000000 01
20 28 00000001 00
21 28 00000001 00
22 28 00000001 00
23 28 00000001 00
24 28 00000001 00
25 28 00000001 00
26 28 00000001 00
27 28 00000001 00
28 28 00000001 00
29 28 00000001 00
2a 28 00000001 00
2b 28 00000001 00
2c 28 00000001 00
2d 28 00000001 00
2e 28 00000001 00
2f 28 00000001 00
30 28 00000001 00
31 28 00000001 00
32 28 00000001 00
33 28 00000001 00
34 28 00000001 00
35 28 00000001 00
36 28 00000001 00
37 28 00000001 00
38 28 00000001 00
39 28 00000001 00
3a 28 00000001 00
3b 28 00000001 00
3c 28 00000001 00
3d 28 00000001 00
3e 28 00000001 00
3f 28 00000001 00
40 28 00000002 00
41 28 00000002 00
42 28 00000002 00
43 28 00000002 00
44 28 00000002 00
45 28 00000002 00
46 28 00000002 00
47 28 00000002 00
48 28 00000002 00
49 28 00000002 00
4a 28 00000002 00
4b 28 00000002 00
4c 28 00000002 00
4d 28 00000002 00
4e 28 00000002 00
4f 28 00000002 00
50 28 00000002 00
51 28 00000002 00
52 28 00000002 00
53 28 00000002 00
54 28 00000002 00
55 28 00000002 00
56 28 00000002 00
57 28 00000002 00
58 28 00000002 00
59 28 00000002 00
5a 28 00000002 00
5b 28 00000002 00
5c 28 00000002 00
5d 28 00000002 00
5e 28 00000002 00
5f 28 00000002 00
60 28 7fffffff 00
61 28 7fffffff 00
62 28 7fffffff 00
63 28 7fffffff 00
64 28 7fffffff 00
65 28 7fffffff 00
66 28 7fffffff 00
67 28 7fffffff 00
68 28 7fffffff 00
69 28 7fffffff 00
6a 28 7fffffff 00
6b 28 7fffffff 00
6c 28 7fffffff 00
6d 28 7fffffff 00
6e 28 7fffffff 00
6f 28 7fffffff 00
70 28 7fffffff 00
71 28 7fffffff 00
72 28 7fffffff 00
73 28 7fffffff 00
74 28 7fffffff 00
75 28 7fffffff 00
76 28 7fffffff 00
77 28 7fffffff 00
78 28 7fffffff 00
79 28 7fffffff 00
7a 28 7fffffff 00
7b 28 7fffffff 00
7c 28 7fffffff 00
7d 28 7fffffff 00
7e 28 7fffffff 00
7f 28 7fffffff 00
80 28 80000000 10
81 28 80000000 10
82 28 80000000 10
83 28 80000000 10
84 28 80000000 10
85 28 80000000 10
86 28 80000000 10
87 28 80000000 10
88 28 80000000 10
89 28 80000000 10
8a 28 80000000 10
8b 28 80000000 10
8c 28 80000000 10
8d 28 80000000 10
8e 28 80000000 10
8f 28 80000000 10
90 28 80000000 10
91 28 80000000 10
92 28 80000000 10
93 28 80000000 10
94 28 80000000 10
95 28 80000000 10
96 28 80000000 10
97 28 80000000 10
98 28 80000000 10
99 28 80000000 10
9a 28 80000000 10
9b 28 80000000 10
9c 28 80000000 10
9d 28 80000000 10
9e 28 80000000 10
9f 28 80000000 10
a0 28 80000001 10
a1 28 80000001 10
a2 28 80000001 10
a3 28 80000001 10
a4 28 80000001 10
a5 28 80000001 10
a6 28 80000001 10
a7 28 80000001 10
a8 28 80000001 10
a9 28 80000001 10
aa 28 80000001 10
ab 28 80000001 10
ac 28 80000001 10
ad 28 80000001 10
ae 28 80000001 10
af 28 80000001 10
b0 28 80000001 10
b1 28 80000001 10
b2 28 80000001 10
b3 28 80000001 10
b4 28 80000001 10
b5 28 80000001 10
b6 28 80000001 10
b7 28 80000001 10
b8 28 80000001 10
b9 28 80000001 10
ba 28 80000001 10
bb 28 80000001 10
bc 28 80000001 10
bd 28 80000001 10
be 28 80000001 10
bf 28 80000001 10
c0 28 fffffffe 10
c1 28 fffffffe 10
c2 28 fffffffe 10
c3 28 fffffffe 10
c4 28 fffffffe 10
c5 28 fffffffe 10
c6 28 fffffffe 10
c7 28 fffffffe 10
c8 28 fffffffe 10
c9 28 fffffffe 10
ca 28 fffffffe 10
cb 28 fffffffe 10
cc 28 fffffffe 10
cd 28 fffffffe 10
ce 28 fffffffe 10
cf 28 fffffffe 10
d0 28 fffffffe 10
d1 28 fffffffe 10
d2 28 fffffffe 10
d3 28 fffffffe 10
d4 28 fffffffe 10
d5 28 fffffffe 10
d6 28 fffffffe 10
d7 28 fffffffe 10
d8 28 fffffffe 10
d9 28 fffffffe 10
da 28 fffffffe 10
db 28 fffffffe 10
dc 28 fffffffe 10
dd 28 fffffffe 10
de 28 fffffffe 10
df 28 fffffffe 10
e0 28 ffffffff 10
e1 28 ffffffff 10
e2 28 ffffffff 10
e3 28 ffffffff 10
e4 28 ffffffff 10
e5 28 ffffffff 10
e6 28 ffffffff 10
e7 28 ffffffff 10
e8 28 ffffffff 10
e9 28 ffffffff 10
ea 28 ffffffff 10
eb 28 ffffffff 10
ec 28 ffffffff 10
ed 28 ffffffff 10
ee 28 ffffffff 10
ef 28 ffffffff 10
f0 28 ffffffff 10
f1 28 ffffffff 10
f2 28 ffffffff 10
f3 28 ffffffff 10
f4 28 ffffffff 10
f5 28 ffffffff 10
f6 28 ffffffff 10
f7 28 ffffffff 10
f8 28 ffffffff 10
f9 28 ffffffff 10
fa 28 ffffffff 10
fb 28 ffffffff 10
fc 28 ffffffff 10
fd 28 ffffffff 10
fe 28 ffffffff 10
ff 28 ffffffff 10
NEG   ---Q---- CZ
00 29 00000000 01
01 29 00000000 01
02 29 00000000 01
03 29 00000000 01
04 29 00000000 01
05 29 00000000 01
06 29 00000000 01
07 29 00000000 01
08 29 00000000 01
09 29 00000000 01
0a 29 00000000 01
0b 29 00000000 01
0c 29 00000000 01
0d 29 00000000 01
0e 29 00000000 01
0f 29 00000000 01
10 29 00000000 01
11 29 00000000 01
12 29 00000000 01
13 29 00000000 01
14 29 00000000 01
15 29 00000000 01
16 29 00000000 01
17 29 00000000 01
18 29 00000000 01
19 29 00000000 01
1a 29 00000000 01
1b 29 00000000 01
1c 29 00000000 01
1d 29 00000000 01
1e 29 00000000 01
1f 29 00000000 01
20 29 ffffffff 00
21 29 ffffffff 00
22 29 ffffffff 00
23 29 ffffffff 00
24 29 ffffffff 00
25 29 ffffffff 00
26 29 ffffffff 00
27 29 ffffffff 00
28 29 ffffffff 00
29 29 ffffffff 00
2a 29 ffffffff 00
2b 29 ffffffff 00
2c 29 ffffffff 00
2d 29 ffffffff 00
2e 29 ffffffff 00
2f 29 ffffffff 00
30 29 ffffffff 00
31 29 ffffffff 00
32 29 ffffffff 00
33 29 ffffffff 00
34 29 ffffffff 00
35 29 ffffffff 00
36 29 ffffffff 00
37 29 ffffffff 00
38 29 ffffffff 00
39 29 ffffffff 00
3a 29 ffffffff 00
3b 29 ffffffff 00
3c 29 ffffffff 00
3d 29 ffffffff 00
3e 29 ffffffff 00
3f 29 ffffffff 00
40 29 fffffffe 00
41 29 fffffffe 00
42 29 fffffffe 00
43 29 fffffffe 00
44 29 fffffffe 00
45 29 fffffffe 00
46 29 fffffffe 00
47 29 fffffffe 00
48 29 fffffffe 00
49 29 fffffffe 00
4a 29 fffffffe 00
4b 29 fffffffe 00
4c 29 fffffffe 00
4d 29 fffffffe 00
4e 29 fffffffe 00
4f 29 fffffffe 00
50 29 fffffffe 00
51 29 fffffffe 00
52 29 fffffffe 00
53 29 fffffffe 00
54 29 fffffffe 00
55 29 fffffffe 00
56 29 fffffffe 00
57 29 fffffffe 00
58 29 fffffffe 00
59 29 fffffffe 00
5a 29 fffffffe 00
5b 29 fffffffe 00
5c 29 fffffffe 00
5d 29 fffffffe 00
